QID,title,titleSlug,difficulty,topicTags
334,Increasing Triplet Subsequence,increasing-triplet-subsequence,Medium,"array,greedy"
335,Self Crossing,self-crossing,Hard,"array,math,geometry"
336,Palindrome Pairs,palindrome-pairs,Hard,"array,hash-table,string,trie"
337,House Robber III,house-robber-iii,Medium,"dynamic-programming,tree,depth-first-search,binary-tree"
338,Counting Bits,counting-bits,Easy,"dynamic-programming,bit-manipulation"
339,Nested List Weight Sum,nested-list-weight-sum,Medium,"depth-first-search,breadth-first-search"
340,Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,Medium,"hash-table,string,sliding-window"
341,Flatten Nested List Iterator,flatten-nested-list-iterator,Medium,"stack,tree,depth-first-search,design,queue,iterator"
342,Power of Four,power-of-four,Easy,"math,bit-manipulation,recursion"
343,Integer Break,integer-break,Medium,"math,dynamic-programming"
344,Reverse String,reverse-string,Easy,"two-pointers,string"
345,Reverse Vowels of a String,reverse-vowels-of-a-string,Easy,"two-pointers,string"
346,Moving Average from Data Stream,moving-average-from-data-stream,Easy,"array,design,queue,data-stream"
347,Top K Frequent Elements,top-k-frequent-elements,Medium,"array,hash-table,divide-and-conquer,sorting,heap-priority-queue,bucket-sort,counting,quickselect"
348,Design Tic-Tac-Toe,design-tic-tac-toe,Medium,"array,hash-table,design,matrix,simulation"
349,Intersection of Two Arrays,intersection-of-two-arrays,Easy,"array,hash-table,two-pointers,binary-search,sorting"
350,Intersection of Two Arrays II,intersection-of-two-arrays-ii,Easy,"array,hash-table,two-pointers,binary-search,sorting"
351,Android Unlock Patterns,android-unlock-patterns,Medium,"dynamic-programming,backtracking"
352,Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,Hard,"binary-search,design,ordered-set"
353,Design Snake Game,design-snake-game,Medium,"array,hash-table,design,queue,simulation"
354,Russian Doll Envelopes,russian-doll-envelopes,Hard,"array,binary-search,dynamic-programming,sorting"
355,Design Twitter,design-twitter,Medium,"hash-table,linked-list,design,heap-priority-queue"
356,Line Reflection,line-reflection,Medium,"array,hash-table,math"
357,Count Numbers with Unique Digits,count-numbers-with-unique-digits,Medium,"math,dynamic-programming,backtracking"
358,Rearrange String k Distance Apart,rearrange-string-k-distance-apart,Hard,"hash-table,string,greedy,sorting,heap-priority-queue,counting"
359,Logger Rate Limiter,logger-rate-limiter,Easy,"hash-table,design"
360,Sort Transformed Array,sort-transformed-array,Medium,"array,math,two-pointers,sorting"
361,Bomb Enemy,bomb-enemy,Medium,"array,dynamic-programming,matrix"
362,Design Hit Counter,design-hit-counter,Medium,"array,hash-table,binary-search,design,queue"
363,Max Sum of Rectangle No Larger Than K,max-sum-of-rectangle-no-larger-than-k,Hard,"array,binary-search,matrix,prefix-sum,ordered-set"
364,Nested List Weight Sum II,nested-list-weight-sum-ii,Medium,"stack,depth-first-search,breadth-first-search"
365,Water and Jug Problem,water-and-jug-problem,Medium,"math,depth-first-search,breadth-first-search"
366,Find Leaves of Binary Tree,find-leaves-of-binary-tree,Medium,"tree,depth-first-search,binary-tree"
367,Valid Perfect Square,valid-perfect-square,Easy,"math,binary-search"
368,Largest Divisible Subset,largest-divisible-subset,Medium,"array,math,dynamic-programming,sorting"
369,Plus One Linked List,plus-one-linked-list,Medium,"linked-list,math"
370,Range Addition,range-addition,Medium,"array,prefix-sum"
371,Sum of Two Integers,sum-of-two-integers,Medium,"math,bit-manipulation"
372,Super Pow,super-pow,Medium,"math,divide-and-conquer"
373,Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,Medium,"array,heap-priority-queue"
374,Guess Number Higher or Lower,guess-number-higher-or-lower,Easy,"binary-search,interactive"
375,Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,Medium,"math,dynamic-programming,game-theory"
376,Wiggle Subsequence,wiggle-subsequence,Medium,"array,dynamic-programming,greedy"
377,Combination Sum IV,combination-sum-iv,Medium,"array,dynamic-programming"
378,Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,Medium,"array,binary-search,sorting,heap-priority-queue,matrix"
379,Design Phone Directory,design-phone-directory,Medium,"array,hash-table,linked-list,design,queue"
380,Insert Delete GetRandom O(1),insert-delete-getrandom-o1,Medium,"array,hash-table,math,design,randomized"
381,Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,Hard,"array,hash-table,math,design,randomized"
382,Linked List Random Node,linked-list-random-node,Medium,"linked-list,math,reservoir-sampling,randomized"
383,Ransom Note,ransom-note,Easy,"hash-table,string,counting"
384,Shuffle an Array,shuffle-an-array,Medium,"array,math,randomized"
385,Mini Parser,mini-parser,Medium,"string,stack,depth-first-search"
386,Lexicographical Numbers,lexicographical-numbers,Medium,"depth-first-search,trie"
387,First Unique Character in a String,first-unique-character-in-a-string,Easy,"hash-table,string,queue,counting"
388,Longest Absolute File Path,longest-absolute-file-path,Medium,"string,stack,depth-first-search"
389,Find the Difference,find-the-difference,Easy,"hash-table,string,bit-manipulation,sorting"
390,Elimination Game,elimination-game,Medium,"math,recursion"
391,Perfect Rectangle,perfect-rectangle,Hard,"array,line-sweep"
392,Is Subsequence,is-subsequence,Easy,"two-pointers,string,dynamic-programming"
393,UTF-8 Validation,utf-8-validation,Medium,"array,bit-manipulation"
394,Decode String,decode-string,Medium,"string,stack,recursion"
395,Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,Medium,"hash-table,string,divide-and-conquer,sliding-window"
396,Rotate Function,rotate-function,Medium,"array,math,dynamic-programming"
397,Integer Replacement,integer-replacement,Medium,"dynamic-programming,greedy,bit-manipulation,memoization"
398,Random Pick Index,random-pick-index,Medium,"hash-table,math,reservoir-sampling,randomized"
399,Evaluate Division,evaluate-division,Medium,"array,depth-first-search,breadth-first-search,union-find,graph,shortest-path"
400,Nth Digit,nth-digit,Medium,"math,binary-search"
401,Binary Watch,binary-watch,Easy,"backtracking,bit-manipulation"
402,Remove K Digits,remove-k-digits,Medium,"string,stack,greedy,monotonic-stack"
403,Frog Jump,frog-jump,Hard,"array,dynamic-programming"
404,Sum of Left Leaves,sum-of-left-leaves,Easy,"tree,depth-first-search,breadth-first-search,binary-tree"
405,Convert a Number to Hexadecimal,convert-a-number-to-hexadecimal,Easy,"math,bit-manipulation"
406,Queue Reconstruction by Height,queue-reconstruction-by-height,Medium,"array,greedy,binary-indexed-tree,segment-tree,sorting"
407,Trapping Rain Water II,trapping-rain-water-ii,Hard,"array,breadth-first-search,heap-priority-queue,matrix"
408,Valid Word Abbreviation,valid-word-abbreviation,Easy,"two-pointers,string"
409,Longest Palindrome,longest-palindrome,Easy,"hash-table,string,greedy"
410,Split Array Largest Sum,split-array-largest-sum,Hard,"array,binary-search,dynamic-programming,greedy,prefix-sum"
411,Minimum Unique Word Abbreviation,minimum-unique-word-abbreviation,Hard,"string,backtracking,bit-manipulation"
412,Fizz Buzz,fizz-buzz,Easy,"math,string,simulation"
413,Arithmetic Slices,arithmetic-slices,Medium,"array,dynamic-programming"
414,Third Maximum Number,third-maximum-number,Easy,"array,sorting"
415,Add Strings,add-strings,Easy,"math,string,simulation"
416,Partition Equal Subset Sum,partition-equal-subset-sum,Medium,"array,dynamic-programming"
417,Pacific Atlantic Water Flow,pacific-atlantic-water-flow,Medium,"array,depth-first-search,breadth-first-search,matrix"
418,Sentence Screen Fitting,sentence-screen-fitting,Medium,"string,dynamic-programming,simulation"
419,Battleships in a Board,battleships-in-a-board,Medium,"array,depth-first-search,matrix"
420,Strong Password Checker,strong-password-checker,Hard,"string,greedy,heap-priority-queue"
421,Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,Medium,"array,hash-table,bit-manipulation,trie"
422,Valid Word Square,valid-word-square,Easy,"array,matrix"
423,Reconstruct Original Digits from English,reconstruct-original-digits-from-english,Medium,"hash-table,math,string"
424,Longest Repeating Character Replacement,longest-repeating-character-replacement,Medium,"hash-table,string,sliding-window"
425,Word Squares,word-squares,Hard,"array,string,backtracking,trie"
426,Convert Binary Search Tree to Sorted Doubly Linked List,convert-binary-search-tree-to-sorted-doubly-linked-list,Medium,"linked-list,stack,tree,depth-first-search,binary-search-tree,binary-tree,doubly-linked-list"
427,Construct Quad Tree,construct-quad-tree,Medium,"array,divide-and-conquer,tree,matrix"
428,Serialize and Deserialize N-ary Tree,serialize-and-deserialize-n-ary-tree,Hard,"string,tree,depth-first-search,breadth-first-search"
429,N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal,Medium,"tree,breadth-first-search"
430,Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list,Medium,"linked-list,depth-first-search,doubly-linked-list"
431,Encode N-ary Tree to Binary Tree,encode-n-ary-tree-to-binary-tree,Hard,"tree,depth-first-search,breadth-first-search,design,binary-tree"
432,All O`one Data Structure,all-oone-data-structure,Hard,"hash-table,linked-list,design,doubly-linked-list"
433,Minimum Genetic Mutation,minimum-genetic-mutation,Medium,"hash-table,string,breadth-first-search"
434,Number of Segments in a String,number-of-segments-in-a-string,Easy,string
435,Non-overlapping Intervals,non-overlapping-intervals,Medium,"array,dynamic-programming,greedy,sorting"
436,Find Right Interval,find-right-interval,Medium,"array,binary-search,sorting"
437,Path Sum III,path-sum-iii,Medium,"tree,depth-first-search,binary-tree"
438,Find All Anagrams in a String,find-all-anagrams-in-a-string,Medium,"hash-table,string,sliding-window"
439,Ternary Expression Parser,ternary-expression-parser,Medium,"string,stack,recursion"
440,K-th Smallest in Lexicographical Order,k-th-smallest-in-lexicographical-order,Hard,trie
441,Arranging Coins,arranging-coins,Easy,"math,binary-search"
442,Find All Duplicates in an Array,find-all-duplicates-in-an-array,Medium,"array,hash-table"
443,String Compression,string-compression,Medium,"two-pointers,string"
444,Sequence Reconstruction,sequence-reconstruction,Medium,"array,graph,topological-sort"
445,Add Two Numbers II,add-two-numbers-ii,Medium,"linked-list,math,stack"
446,Arithmetic Slices II - Subsequence,arithmetic-slices-ii-subsequence,Hard,"array,dynamic-programming"
447,Number of Boomerangs,number-of-boomerangs,Medium,"array,hash-table,math"
448,Find All Numbers Disappeared in an Array,find-all-numbers-disappeared-in-an-array,Easy,"array,hash-table"
449,Serialize and Deserialize BST,serialize-and-deserialize-bst,Medium,"string,tree,depth-first-search,breadth-first-search,design,binary-search-tree,binary-tree"
450,Delete Node in a BST,delete-node-in-a-bst,Medium,"tree,binary-search-tree,binary-tree"
451,Sort Characters By Frequency,sort-characters-by-frequency,Medium,"hash-table,string,sorting,heap-priority-queue,bucket-sort,counting"
452,Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,Medium,"array,greedy,sorting"
453,Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,Medium,"array,math"
454,4Sum II,4sum-ii,Medium,"array,hash-table"
455,Assign Cookies,assign-cookies,Easy,"array,two-pointers,greedy,sorting"
456,132 Pattern,132-pattern,Medium,"array,binary-search,stack,monotonic-stack,ordered-set"
457,Circular Array Loop,circular-array-loop,Medium,"array,hash-table,two-pointers"
458,Poor Pigs,poor-pigs,Hard,"math,dynamic-programming,combinatorics"
459,Repeated Substring Pattern,repeated-substring-pattern,Easy,"string,string-matching"
460,LFU Cache,lfu-cache,Hard,"hash-table,linked-list,design,doubly-linked-list"
461,Hamming Distance,hamming-distance,Easy,bit-manipulation
462,Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,Medium,"array,math,sorting"
463,Island Perimeter,island-perimeter,Easy,"array,depth-first-search,breadth-first-search,matrix"
464,Can I Win,can-i-win,Medium,"math,dynamic-programming,bit-manipulation,memoization,game-theory,bitmask"
465,Optimal Account Balancing,optimal-account-balancing,Hard,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
466,Count The Repetitions,count-the-repetitions,Hard,"string,dynamic-programming"
467,Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,Medium,"string,dynamic-programming"
468,Validate IP Address,validate-ip-address,Medium,string
469,Convex Polygon,convex-polygon,Medium,"math,geometry"
470,Implement Rand10() Using Rand7(),implement-rand10-using-rand7,Medium,"math,rejection-sampling,randomized,probability-and-statistics"
471,Encode String with Shortest Length,encode-string-with-shortest-length,Hard,"string,dynamic-programming"
472,Concatenated Words,concatenated-words,Hard,"array,string,dynamic-programming,depth-first-search,trie"
473,Matchsticks to Square,matchsticks-to-square,Medium,"array,dynamic-programming,backtracking,bit-manipulation,bitmask"
474,Ones and Zeroes,ones-and-zeroes,Medium,"array,string,dynamic-programming"
475,Heaters,heaters,Medium,"array,two-pointers,binary-search,sorting"
476,Number Complement,number-complement,Easy,bit-manipulation
477,Total Hamming Distance,total-hamming-distance,Medium,"array,math,bit-manipulation"
478,Generate Random Point in a Circle,generate-random-point-in-a-circle,Medium,"math,geometry,rejection-sampling,randomized"
479,Largest Palindrome Product,largest-palindrome-product,Hard,math
480,Sliding Window Median,sliding-window-median,Hard,"array,hash-table,sliding-window,heap-priority-queue"
481,Magical String,magical-string,Medium,"two-pointers,string"
482,License Key Formatting,license-key-formatting,Easy,string
483,Smallest Good Base,smallest-good-base,Hard,"math,binary-search"
484,Find Permutation,find-permutation,Medium,"array,string,stack,greedy"
485,Max Consecutive Ones,max-consecutive-ones,Easy,array
486,Predict the Winner,predict-the-winner,Medium,"array,math,dynamic-programming,recursion,game-theory"
487,Max Consecutive Ones II,max-consecutive-ones-ii,Medium,"array,dynamic-programming,sliding-window"
488,Zuma Game,zuma-game,Hard,"string,dynamic-programming,stack,breadth-first-search,memoization"
489,Robot Room Cleaner,robot-room-cleaner,Hard,"backtracking,interactive"
490,The Maze,the-maze,Medium,"array,depth-first-search,breadth-first-search,matrix"
491,Non-decreasing Subsequences,non-decreasing-subsequences,Medium,"array,hash-table,backtracking,bit-manipulation"
