QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
254,Factor Combinations,factor-combinations,Medium,49.2682147634926,True,"array,backtracking",algorithms
255,Verify Preorder Sequence in Binary Search Tree,verify-preorder-sequence-in-binary-search-tree,Medium,48.577644020633,True,"stack,tree,binary-search-tree,recursion,monotonic-stack,binary-tree",algorithms
256,Paint House,paint-house,Medium,61.666104638955524,True,"array,dynamic-programming",algorithms
257,Binary Tree Paths,binary-tree-paths,Easy,62.59065469610913,False,"string,backtracking,tree,depth-first-search,binary-tree",algorithms
258,Add Digits,add-digits,Easy,66.03300648823097,False,"math,simulation,number-theory",algorithms
259,3Sum Smaller,3sum-smaller,Medium,50.58948966314877,True,"array,two-pointers,binary-search,sorting",algorithms
260,Single Number III,single-number-iii,Medium,67.96327370587304,False,"array,bit-manipulation",algorithms
261,Graph Valid Tree,graph-valid-tree,Medium,47.551908290008235,True,"depth-first-search,breadth-first-search,union-find,graph",algorithms
262,Trips and Users,trips-and-users,Hard,36.366450155323356,False,database,database
263,Ugly Number,ugly-number,Easy,41.999521645539346,False,math,algorithms
264,Ugly Number II,ugly-number-ii,Medium,46.18373179381822,False,"hash-table,math,dynamic-programming,heap-priority-queue",algorithms
265,Paint House II,paint-house-ii,Hard,54.034713763702804,True,"array,dynamic-programming",algorithms
266,Palindrome Permutation,palindrome-permutation,Easy,66.4058717723098,True,"hash-table,string,bit-manipulation",algorithms
267,Palindrome Permutation II,palindrome-permutation-ii,Medium,40.91720841791505,True,"hash-table,string,backtracking",algorithms
268,Missing Number,missing-number,Easy,64.13591208836829,False,"array,hash-table,math,binary-search,bit-manipulation,sorting",algorithms
269,Alien Dictionary,alien-dictionary,Hard,35.47543948651212,True,"array,string,depth-first-search,breadth-first-search,graph,topological-sort",algorithms
270,Closest Binary Search Tree Value,closest-binary-search-tree-value,Easy,53.173777131103726,True,"binary-search,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
271,Encode and Decode Strings,encode-and-decode-strings,Medium,44.90055510317042,True,"array,string,design",algorithms
272,Closest Binary Search Tree Value II,closest-binary-search-tree-value-ii,Hard,58.67297742848552,True,"two-pointers,stack,tree,depth-first-search,binary-search-tree,heap-priority-queue,binary-tree",algorithms
273,Integer to English Words,integer-to-english-words,Hard,30.212397714402066,False,"math,string,recursion",algorithms
274,H-Index,h-index,Medium,38.48609849275722,False,"array,sorting,counting-sort",algorithms
275,H-Index II,h-index-ii,Medium,37.82076059288514,False,"array,binary-search",algorithms
276,Paint Fence,paint-fence,Medium,45.24353153788513,True,dynamic-programming,algorithms
277,Find the Celebrity,find-the-celebrity,Medium,46.86252065705063,True,"two-pointers,graph,interactive",algorithms
278,First Bad Version,first-bad-version,Easy,43.81144885384886,False,"binary-search,interactive",algorithms
279,Perfect Squares,perfect-squares,Medium,52.998429266963655,False,"math,dynamic-programming,breadth-first-search",algorithms
280,Wiggle Sort,wiggle-sort,Medium,67.38633149571525,True,"array,greedy,sorting",algorithms
281,Zigzag Iterator,zigzag-iterator,Medium,63.282520468911294,True,"array,design,queue,iterator",algorithms
282,Expression Add Operators,expression-add-operators,Hard,39.38820656985087,False,"math,string,backtracking",algorithms
283,Move Zeroes,move-zeroes,Easy,61.404665824296835,False,"array,two-pointers",algorithms
284,Peeking Iterator,peeking-iterator,Medium,59.01105452600377,False,"array,design,iterator",algorithms
285,Inorder Successor in BST,inorder-successor-in-bst,Medium,49.133126350062035,True,"tree,depth-first-search,binary-search-tree,binary-tree",algorithms
286,Walls and Gates,walls-and-gates,Medium,60.84751593817559,True,"array,breadth-first-search,matrix",algorithms
287,Find the Duplicate Number,find-the-duplicate-number,Medium,59.35656495617619,False,"array,two-pointers,binary-search,bit-manipulation",algorithms
288,Unique Word Abbreviation,unique-word-abbreviation,Medium,25.86345205799131,True,"array,hash-table,string,design",algorithms
289,Game of Life,game-of-life,Medium,68.17704288306172,False,"array,matrix,simulation",algorithms
290,Word Pattern,word-pattern,Easy,41.71418119213694,False,"hash-table,string",algorithms
291,Word Pattern II,word-pattern-ii,Medium,47.333615129739975,True,"hash-table,string,backtracking",algorithms
292,Nim Game,nim-game,Easy,56.368207297345485,False,"math,brainteaser,game-theory",algorithms
293,Flip Game,flip-game,Easy,63.45458433781786,True,string,algorithms
294,Flip Game II,flip-game-ii,Medium,51.977035050179325,True,"math,dynamic-programming,backtracking,memoization,game-theory",algorithms
295,Find Median from Data Stream,find-median-from-data-stream,Hard,51.497913195483626,False,"two-pointers,design,sorting,heap-priority-queue,data-stream",algorithms
296,Best Meeting Point,best-meeting-point,Hard,60.15312232677502,True,"array,math,sorting,matrix",algorithms
297,Serialize and Deserialize Binary Tree,serialize-and-deserialize-binary-tree,Hard,56.01351813572721,False,"string,tree,depth-first-search,breadth-first-search,design,binary-tree",algorithms
298,Binary Tree Longest Consecutive Sequence,binary-tree-longest-consecutive-sequence,Medium,53.163659433134924,True,"tree,depth-first-search,binary-tree",algorithms
299,Bulls and Cows,bulls-and-cows,Medium,49.82449575690219,False,"hash-table,string,counting",algorithms
300,Longest Increasing Subsequence,longest-increasing-subsequence,Medium,53.461139438032845,False,"array,binary-search,dynamic-programming",algorithms
301,Remove Invalid Parentheses,remove-invalid-parentheses,Hard,47.44004511102138,False,"string,backtracking,breadth-first-search",algorithms
302,Smallest Rectangle Enclosing Black Pixels,smallest-rectangle-enclosing-black-pixels,Hard,58.71948421993094,True,"array,binary-search,depth-first-search,breadth-first-search,matrix",algorithms
303,Range Sum Query - Immutable,range-sum-query-immutable,Easy,61.42306514489205,False,"array,design,prefix-sum",algorithms
304,Range Sum Query 2D - Immutable,range-sum-query-2d-immutable,Medium,53.57383036193231,False,"array,design,matrix,prefix-sum",algorithms
305,Number of Islands II,number-of-islands-ii,Hard,39.58943506969919,True,"array,union-find",algorithms
306,Additive Number,additive-number,Medium,31.258798445125706,False,"string,backtracking",algorithms
307,Range Sum Query - Mutable,range-sum-query-mutable,Medium,40.757872123379855,False,"array,design,binary-indexed-tree,segment-tree",algorithms
308,Range Sum Query 2D - Mutable,range-sum-query-2d-mutable,Hard,43.55767057146004,True,"array,design,binary-indexed-tree,segment-tree,matrix",algorithms
309,Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,Medium,57.380632760970016,False,"array,dynamic-programming",algorithms
310,Minimum Height Trees,minimum-height-trees,Medium,38.67664400665927,False,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
311,Sparse Matrix Multiplication,sparse-matrix-multiplication,Medium,67.8106119764909,True,"array,hash-table,matrix",algorithms
312,Burst Balloons,burst-balloons,Hard,58.0679809808326,False,"array,dynamic-programming",algorithms
313,Super Ugly Number,super-ugly-number,Medium,45.31415038747623,False,"array,math,dynamic-programming",algorithms
314,Binary Tree Vertical Order Traversal,binary-tree-vertical-order-traversal,Medium,52.78379915692034,True,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
315,Count of Smaller Numbers After Self,count-of-smaller-numbers-after-self,Hard,42.39531030397523,False,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
316,Remove Duplicate Letters,remove-duplicate-letters,Medium,48.873597103283636,False,"string,stack,greedy,monotonic-stack",algorithms
317,Shortest Distance from All Buildings,shortest-distance-from-all-buildings,Hard,42.66925653047555,True,"array,breadth-first-search,matrix",algorithms
318,Maximum Product of Word Lengths,maximum-product-of-word-lengths,Medium,59.80741838399155,False,"array,string,bit-manipulation",algorithms
319,Bulb Switcher,bulb-switcher,Medium,52.521428222838104,False,"math,brainteaser",algorithms
320,Generalized Abbreviation,generalized-abbreviation,Medium,58.01234008435877,True,"string,backtracking,bit-manipulation",algorithms
321,Create Maximum Number,create-maximum-number,Hard,29.51022810586425,False,"stack,greedy,monotonic-stack",algorithms
322,Coin Change,coin-change,Medium,43.00852709779483,False,"array,dynamic-programming,breadth-first-search",algorithms
323,Number of Connected Components in an Undirected Graph,number-of-connected-components-in-an-undirected-graph,Medium,62.46507612755452,True,"depth-first-search,breadth-first-search,union-find,graph",algorithms
324,Wiggle Sort II,wiggle-sort-ii,Medium,33.8354399243568,False,"array,divide-and-conquer,sorting,quickselect",algorithms
325,Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,Medium,49.350848397533255,True,"array,hash-table,prefix-sum",algorithms
326,Power of Three,power-of-three,Easy,45.913720218181595,False,"math,recursion",algorithms
327,Count of Range Sum,count-of-range-sum,Hard,35.75479018683221,False,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
328,Odd Even Linked List,odd-even-linked-list,Medium,61.35004880663004,False,linked-list,algorithms
329,Longest Increasing Path in a Matrix,longest-increasing-path-in-a-matrix,Hard,52.94973159045552,False,"array,dynamic-programming,depth-first-search,breadth-first-search,graph,topological-sort,memoization,matrix",algorithms
330,Patching Array,patching-array,Hard,40.80927489273374,False,"array,greedy",algorithms
331,Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,Medium,44.841668676797724,False,"string,stack,tree,binary-tree",algorithms
332,Reconstruct Itinerary,reconstruct-itinerary,Hard,43.486846775999254,False,"depth-first-search,graph,eulerian-circuit",algorithms
333,Largest BST Subtree,largest-bst-subtree,Medium,43.18827317696418,True,"dynamic-programming,tree,depth-first-search,binary-search-tree,binary-tree",algorithms
334,Increasing Triplet Subsequence,increasing-triplet-subsequence,Medium,40.97652565448753,False,"array,greedy",algorithms
335,Self Crossing,self-crossing,Hard,29.71518067317522,False,"array,math,geometry",algorithms
336,Palindrome Pairs,palindrome-pairs,Hard,35.008396870837,False,"array,hash-table,string,trie",algorithms
337,House Robber III,house-robber-iii,Medium,54.064415083000206,False,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
338,Counting Bits,counting-bits,Easy,77.60063587473847,False,"dynamic-programming,bit-manipulation",algorithms
339,Nested List Weight Sum,nested-list-weight-sum,Medium,82.54633388639814,True,"depth-first-search,breadth-first-search",algorithms
340,Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,Medium,48.38470278888254,True,"hash-table,string,sliding-window",algorithms
341,Flatten Nested List Iterator,flatten-nested-list-iterator,Medium,62.115415192590525,False,"stack,tree,depth-first-search,design,queue,iterator",algorithms
342,Power of Four,power-of-four,Easy,46.82060881505154,False,"math,bit-manipulation,recursion",algorithms
343,Integer Break,integer-break,Medium,59.93698260878991,False,"math,dynamic-programming",algorithms
344,Reverse String,reverse-string,Easy,77.29161023990258,False,"two-pointers,string",algorithms
345,Reverse Vowels of a String,reverse-vowels-of-a-string,Easy,51.4556226459162,False,"two-pointers,string",algorithms
346,Moving Average from Data Stream,moving-average-from-data-stream,Easy,77.31417040337477,True,"array,design,queue,data-stream",algorithms
347,Top K Frequent Elements,top-k-frequent-elements,Medium,62.965976048258796,False,"array,hash-table,divide-and-conquer,sorting,heap-priority-queue,bucket-sort,counting,quickselect",algorithms
348,Design Tic-Tac-Toe,design-tic-tac-toe,Medium,57.71083046546936,True,"array,hash-table,design,matrix,simulation",algorithms
349,Intersection of Two Arrays,intersection-of-two-arrays,Easy,71.73448914398921,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
350,Intersection of Two Arrays II,intersection-of-two-arrays-ii,Easy,56.19277414312081,False,"array,hash-table,two-pointers,binary-search,sorting",algorithms
351,Android Unlock Patterns,android-unlock-patterns,Medium,51.73269137898233,True,"dynamic-programming,backtracking",algorithms
352,Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,Hard,59.847890949511495,False,"binary-search,design,ordered-set",algorithms
353,Design Snake Game,design-snake-game,Medium,38.831893759981014,True,"array,hash-table,design,queue,simulation",algorithms
354,Russian Doll Envelopes,russian-doll-envelopes,Hard,37.308460042726374,False,"array,binary-search,dynamic-programming,sorting",algorithms
355,Design Twitter,design-twitter,Medium,38.49778962953612,False,"hash-table,linked-list,design,heap-priority-queue",algorithms
356,Line Reflection,line-reflection,Medium,35.15300287316243,True,"array,hash-table,math",algorithms
357,Count Numbers with Unique Digits,count-numbers-with-unique-digits,Medium,52.371151914898896,False,"math,dynamic-programming,backtracking",algorithms
358,Rearrange String k Distance Apart,rearrange-string-k-distance-apart,Hard,38.42997880034917,True,"hash-table,string,greedy,sorting,heap-priority-queue,counting",algorithms
359,Logger Rate Limiter,logger-rate-limiter,Easy,75.65595509295457,True,"hash-table,design",algorithms
360,Sort Transformed Array,sort-transformed-array,Medium,55.32175510739752,True,"array,math,two-pointers,sorting",algorithms
361,Bomb Enemy,bomb-enemy,Medium,51.564224999153375,True,"array,dynamic-programming,matrix",algorithms
